symbol,historical_fintual_name,evidence
NEM,Newmont Corp,fintual;help
NEO,NeoGenomics Inc,fintual;help
NEOG,Neogen Corp,fintual;help
NEU,NewMarket Corp,fintual;help
NEWT,NewtekOne Inc,fintual;help
NEXT,NextDecade Corp,fintual;help
NFLX,Netflix Inc,fintual;help
NGNE,Neurogene Inc,fintual
NGS,Natural Gas Services Group Inc,fintual;help
NGVC,Natural Grocers by Vitamin Cottage Inc,fintual;help
NGVT,Ingevity Corp,fintual;help
NHC,National HealthCare Corp,fintual;help
NHI,National Health Investors Inc,fintual;help
NI,NiSource Inc,fintual;help
NIC,Nicolet Bankshares Inc,fintual;help
NIQ,NIQ Global Intelligence Plc,fintual
NKE,NIKE Inc,fintual;help
NKTR,Nektar Therapeutics,fintual
NKTX,Nkarta Inc,fintual;help
NLY,Annaly Capital Management Inc,fintual;help
NMIH,NMI Holdings Inc,fintual;help
NN,NextNav Inc,fintual;help
NNE,NANO Nuclear Energy Inc,fintual;help
NNI,Nelnet Inc,fintual;help
NNN,NNN REIT Inc,fintual;help
NOAH,Noah Holdings Ltd,fintual;help
NOC,Northrop Grumman Corp,fintual;help
NOG,Northern Oil & Gas Inc,fintual;help
NOV,NOV Inc,fintual;help
NOVT,Novanta Inc,fintual;help
NOW,ServiceNow Inc,fintual;help
NPB,Northpointe Bancshares Inc,fintual
NPCE,NeuroPace Inc,fintual;help
NPK,National Presto Industries Inc,fintual;help
NPKI,NPK International Inc,fintual;help
NPO,Enpro Inc,fintual;help
NRG,NRG Energy Inc,fintual;help
NRIM,Northrim BanCorp Inc,fintual;help
NRIX,Nurix Therapeutics Inc,fintual;help
NRXS,Neuraxis Inc,fintual
NSC,Norfolk Southern Corp,fintual;help
NSIT,Insight Enterprises Inc,fintual;help
NSP,Insperity Inc,fintual;help
NSSC,Napco Security Technologies Inc,fintual;help
NTAP,NetApp Inc,fintual;help
NTCT,NetScout Systems Inc,fintual;help
NTGR,NETGEAR Inc,fintual;help
NTLA,Intellia Therapeutics Inc,fintual;help
NTR,Nutrien Ltd,fintual;help
NTRA,Natera Inc,fintual;help
NTRS,Northern Trust Corp,fintual;help
NTST,NETSTREIT Corp,fintual;help
NUE,Nucor Corp,fintual;help
NUS,Nu Skin Enterprises Inc,fintual;help
NUTX,Nutex Health Inc,fintual
NVAX,Novavax Inc,fintual;help
NVCR,Novocure Ltd,fintual;help
NVCT,Nuvectis Pharma Inc,fintual
NVDA,NVIDIA Corp,fintual;help
NVEC,NVE Corp,fintual;help
NVMI,Nova Ltd,fintual;help
NVO,Novo Nordisk A/S,fintual;help
NVR,NVR Inc,fintual;help
NVRI,Enviri Corp,fintual;help
NVST,Envista Holdings Corp,fintual;help
NVT,nVent Electric PLC,fintual;help
NVTS,Navitas Semiconductor Corp,fintual;help
NWBI,Northwest Bancshares Inc,fintual;help
NWE,Northwestern Energy Group Inc,fintual;help
NWL,Newell Brands Inc,fintual;help
NX,Quanex Building Products Corp,fintual;help
NXDT,NexPoint Diversified Real Estate Trust,fintual;help
NXRT,NexPoint Residential Trust Inc,fintual;help
NXST,Nexstar Media Group Inc,fintual;help
O,Realty Income Corp,fintual;help
OABI,OmniAb Inc,fintual;help
OBDC,Blue Owl Capital Inc,fintual;help
OBK,Origin Bancorp Inc,fintual;help
OCFC,OceanFirst Financial Corp,fintual;help
OCUL,Ocular Therapeutix Inc,fintual;help
ODC,Oil-Dri Corp of America,fintual;help
ODFL,Old Dominion Freight Line Inc,fintual;help
OFIX,Orthofix Medical Inc,fintual;help
OFLX,Omega Flex Inc,fintual;help
OGE,OGE Energy Corp,fintual;help
OGN,Organon & Co,fintual;help
OGS,ONE Gas Inc,fintual;help
OHI,Omega Healthcare Investors Inc,fintual;help
OI,O-I Glass Inc,fintual;help
OII,Oceaneering International Inc,fintual;help
OIS,Oil States International Inc,fintual;help
OKE,ONEOK Inc,fintual;help
OLED,Universal Display Corp,fintual;help
OLLI,Ollie's Bargain Outlet Holdings Inc,fintual;help
OLMA,Olema Pharmaceuticals Inc,fintual;help
OLN,Olin Corp,fintual;help
OLP,One Liberty Properties Inc,fintual;help
OM,Outset Medical Inc,fintual;help
OMC,Omnicom Group Inc,fintual;help
OMCL,Omnicell Inc,fintual;help
OMDA,Omada Health Inc,fintual
OMER,Omeros Corp,fintual;help
OMF,OneMain Holdings Inc,fintual;help
ON,ON Semiconductor Corp,fintual;help
ONIT,Onity Group Inc,fintual;help
ONTO,Onto Innovation Inc,fintual;help
OOMA,Ooma Inc,fintual;help
OPCH,Option Care Health Inc,fintual;help
OPEN,Opendoor Technologies Inc,fintual;help
OPK,OPKO Health Inc,fintual;help
OPLN,OPENLANE Inc,fintual;help
OPRT,Oportun Financial Corp,fintual;help
OPRX,OptimizeRx Corp,fintual;help
ORA,Ormat Technologies Inc,fintual;help
ORC,Orchid Island Capital Inc,fintual;help
ORCL,Oracle Corp,fintual;help
ORI,Old Republic International Corp,fintual;help
ORIC,ORIC Pharmaceuticals Inc,fintual;help
ORKA,Oruka Therapeutics Inc,fintual;help
ORLY,O'Reilly Automotive Inc,fintual;help
ORRF,Orrstown Financial Services Inc,fintual;help
OSBC,Old Second Bancorp Inc,fintual;help
OSIS,OSI Systems Inc,fintual;help
OSPN,OneSpan Inc,fintual;help
OSS,One Stop Systems Inc,fintual;help
OSUR,OraSure Technologies Inc,fintual;help
OTEX,Open Text Corp,fintual;help
OTIS,Otis Worldwide Corp,fintual;help
OTTR,Otter Tail Corp,fintual;help
OUST,Ouster Inc,fintual;help
OUT,Outfront Media Inc,fintual;help
OXM,Oxford Industries Inc,fintual;help
OXY,Occidental Petroleum Corp,fintual;help
OZK,Bank OZK,fintual;help
PAAS,Pan American Silver Corp,fintual;help
PACB,Pacific Biosciences of California Inc,fintual;help
PACS,PACS Group Inc,fintual;help
PAG,Penske Automotive Group Inc,fintual;help
PAL,Proficient Auto Logistics Inc,fintual
PAMT,PAMT CORP,fintual;help
PANW,Palo Alto Networks Inc,fintual;help
PAR,PAR Technology Corp,fintual;help
PARR,Par Pacific Holdings Inc,fintual;help
PATK,Patrick Industries Inc,fintual;help
PAYC,Paycom Software Inc,fintual;help
PAYO,Payoneer Global Inc,fintual;help
PAYS,Paysign Inc,fintual;help
PAYX,Paychex Inc,fintual;help
PB,Prosperity Bancshares Inc,fintual;help
PBH,Prestige Consumer Healthcare Inc,fintual;help
PBI,Pitney Bowes Inc,fintual;help
PBYI,Puma Biotechnology Inc,fintual;help
PCAR,PACCAR Inc,fintual;help
PCOR,Procore Technologies Inc,fintual;help
PCRX,Pacira BioSciences Inc,fintual;help
PCT,PureCycle Technologies Inc,fintual;help
PCTY,Paylocity Holding Corp,fintual;help
PCVX,Vaxcyte Inc,fintual;help
PD,PagerDuty Inc,fintual;help
PDD,PDD Holdings Inc,fintual;help
PDEX,Pro-Dex Inc,fintual
PDFS,PDF Solutions Inc,fintual;help
PDSB,PDS Biotechnology Corp,fintual;help
PEG,Public Service Enterprise Group Inc,fintual;help
PEGA,Pegasystems Inc,fintual;help
PEN,Penumbra Inc,fintual;help
PENG,Penguin Solutions Inc,fintual;help
PENN,Penn Entertainment Inc,fintual;help
PEP,PepsiCo Inc,fintual;help
PEPG,PepGen Inc,fintual
PERI,Perion Network Ltd,fintual;help
PESI,Perma-Fix Environmental Services Inc,fintual
PETS,PetMed Express Inc,fintual;help
PFE,Pfizer Inc,fintual;help
PFG,Principal Financial Group Inc,fintual;help
PFIS,Peoples Financial Services Corp,fintual;help
PFS,Provident Financial Services Inc,fintual;help
PFSI,PennyMac Financial Services Inc,fintual;help
PGC,Peapack-Gladstone Financial Corp,fintual;help
PGNY,Progyny Inc,fintual;help
PGR,Progressive Corp/The,fintual;help
PH,Parker-Hannifin Corp,fintual;help
PHAT,Phathom Pharmaceuticals Inc,fintual;help
PHIN,Phinia Inc,fintual;help
PHM,PulteGroup Inc,fintual;help
PHR,Phreesia Inc,fintual;help
PI,Impinj Inc,fintual;help
PII,Polaris Inc,fintual;help
PINE,Alpine Income Property Trust Inc,fintual
PK,Park Hotels & Resorts Inc,fintual;help
PKE,Park Aerospace Corp,fintual
PKG,Packaging Corp of America,fintual;help
PKOH,Park-Ohio Holdings Corp,fintual;help
PLAB,Photronics Inc,fintual;help
PLAY,Dave & Buster's Entertainment Inc,fintual;help
PLCE,Children's Place Inc/The,fintual;help
PLD,Prologis Inc,fintual;help
PLMR,Palomar Holdings Inc,fintual;help
PLNT,Planet Fitness Inc,fintual;help
PLOW,Douglas Dynamics Inc,fintual;help
PLRX,Pliant Therapeutics Inc,fintual;help
PLSE,Pulse Biosciences Inc,fintual;help
PLUG,Plug Power Inc,fintual;help
PLUS,ePlus Inc,fintual;help
PLXS,Plexus Corp,fintual;help
PM,Philip Morris International Inc,fintual;help
PMTS,CPI Card Group Inc,fintual;help
PNC,PNC Financial Services Group Inc/The,fintual;help
PNFP,Pinnacle Financial Partners Inc,fintual;help
PNR,Pentair PLC,fintual;help
PNRG,PrimeEnergy Resources Corp,fintual
PNW,Pinnacle West Capital Corp,fintual;help
PODD,Insulet Corp,fintual;help
POOL,Pool Corp,fintual;help
POR,Portland General Electric Co,fintual;help
POST,Post Holdings Inc,fintual;help
POWI,Power Integrations Inc,fintual;help
POWL,Powell Industries Inc,fintual;help
PPC,Pilgrim's Pride Corp,fintual;help
PPG,PPG Industries Inc,fintual;help
PPIH,Perma-Pipe International Holdings Inc,fintual
PPL,PPL Corp,fintual;help
PRAA,PRA Group Inc,fintual;help
PRAX,Praxis Precision Medicines Inc,fintual;help
PRCH,Porch Group Inc,fintual;help
PRCT,PROCEPT BioRobotics Corp,fintual;help
PRDO,Perdoceo Education Corp,fintual;help
PRG,PROG Holdings Inc,fintual;help
PRGS,Progress Software Corp,fintual;help
PRI,Primerica Inc,fintual;help
PRIM,Primoris Services Corp,fintual;help
PRK,Park National Corp,fintual;help
PRKS,United Parks & Resorts Inc,fintual;help
PRLB,Proto Labs Inc,fintual;help
PRM,Perimeter Solutions Inc,fintual;help
PRME,Prime Medicine Inc,fintual;help
PRSU,Pursuit Attractions and Hospitality Inc,fintual;help
PRTH,Priority Technology Holdings Inc,fintual;help
PRU,Prudential Financial Inc,fintual;help
PRVA,Privia Health Group Inc,fintual;help
PSA,Public Storage,fintual;help
PSFE,Paysafe Ltd,fintual
PSIX,Power Solutions International Inc,fintual;help
PSMT,PriceSmart Inc,fintual;help
PSN,Parsons Corp,fintual;help
PSNL,Personalis Inc,fintual;help
PSX,Phillips 66,fintual;help
PTC,PTC Inc,fintual;help
PTCT,PTC Therapeutics Inc,fintual;help
PTEN,Patterson-UTI Energy Inc,fintual;help
PTGX,Protagonist Therapeutics Inc,fintual;help
PTON,Peloton Interactive Inc,fintual;help
PUMP,ProPetro Holding Corp,fintual;help
PVH,PVH Corp,fintual;help
PVLA,Palvella Therapeutics Inc,fintual
PWR,Quanta Services Inc,fintual;help
PXED,Phoenix Education Partners Inc,fintual
PYPL,PayPal Holdings Inc,fintual;help
PZZA,Papa John's International Inc,fintual;help
QBTS,D-Wave Quantum Inc,fintual;help
QCOM,QUALCOMM Inc,fintual;help
QCRH,QCR Holdings Inc,fintual;help
QDEL,QuidelOrtho Corp,fintual;help
QLYS,Qualys Inc,fintual;help
QMCO,Quantum Corp,fintual;help
QNST,QuinStreet Inc,fintual;help
QRVO,Qorvo Inc,fintual;help
QS,QuantumScape Corp,fintual;help
QSR,Restaurant Brands International Inc,fintual;help
QTRX,Quanterix Corp,fintual;help
QTTB,Q32 Bio Inc,fintual;help
QTWO,Q2 Holdings Inc,fintual;help
QUBT,Quantum Computing Inc,fintual;help
QUIK,QuickLogic Corp,fintual;help
QXO,QXO Inc,fintual;help
R,Ryder System Inc,fintual;help
RAIL,FreightCar America Inc,fintual
RAL,Ralliant Corp,fintual;help
RAMP,LiveRamp Holdings Inc,fintual;help
RAPP,Rapport Therapeutics Inc,fintual;help
RARE,Ultragenyx Pharmaceutical Inc,fintual;help
RBA,RB Global Inc,fintual;help
RBB,RBB Bancorp,fintual;help
RBBN,Ribbon Communications Inc,fintual;help
RBC,RBC Bearings Inc,fintual;help
RC,Ready Capital Corp,fintual;help
RCAT,Red Cat Holdings Inc,fintual;help
RCEL,Avita Medical Inc,fintual;help
RCKT,Rocket Pharmaceuticals Inc,fintual;help
RCKY,Rocky Brands Inc,fintual;help
RCL,Royal Caribbean Cruises Ltd,fintual;help
RCMT,RCM Technologies Inc,fintual
RCUS,Arcus Biosciences Inc,fintual;help
RDN,Radian Group Inc,fintual;help
RDNT,RadNet Inc,fintual;help
RDVT,Red Violet Inc,fintual;help
RDW,Redwire Corp,fintual;help
REFI,Chicago Atlantic Real Estate Finance Inc,fintual;help
REG,Regency Centers Corp,fintual;help
REGN,Regeneron Pharmaceuticals Inc,fintual;help
REI,Ring Energy Inc,fintual;help
RELY,Remitly Global Inc,fintual;help
REPL,Replimune Group Inc,fintual;help
REPX,Riley Exploration Permian Inc,fintual;help
RES,RPC Inc,fintual;help
REX,REX American Resources Corp,fintual;help
REXR,Rexford Industrial Realty Inc,fintual;help
REYN,Reynolds Consumer Products Inc,fintual;help
REZI,Resideo Technologies Inc,fintual;help
RF,Regions Financial Corp,fintual;help
RGA,Reinsurance Group of America Inc,fintual;help
RGEN,Repligen Corp,fintual;help
RGLD,Royal Gold Inc,fintual;help
RGNX,REGENXBIO Inc,fintual;help
RGP,Resources Connection Inc,fintual;help
RGS,Regis Corp,fintual;help
RGTI,Rigetti Computing Inc,fintual;help
RHI,Robert Half Inc,fintual;help
RHLD,Resolute Holdings Management Inc,fintual
RICK,RCI Hospitality Holdings Inc,fintual;help
RIGL,Rigel Pharmaceuticals Inc,fintual;help
RIO,Rio Tinto PLC,fintual;help
RIOT,Riot Platforms Inc,fintual;help
RITM,Rithm Capital Corp,fintual;help
RJET,Republic Airways Holdings Inc,fintual
RJF,Raymond James Financial Inc,fintual;help
RKLB,Rocket Lab Corp,fintual;help
RL,Ralph Lauren Corp,fintual;help
RLAY,Relay Therapeutics Inc,fintual;help
RLGT,Radiant Logistics Inc,fintual
RLMD,Relmada Therapeutics Inc,fintual
RM,Regional Management Corp,fintual;help
RMBS,Rambus Inc,fintual;help
RMD,ResMed Inc,fintual;help
RMNI,Rimini Street Inc,fintual;help
RNA,"Atrium Therapeutics, Inc. Common Stock",fintual
RNAC,Cartesian Therapeutics Inc,fintual;help
RNR,RenaissanceRe Holdings Ltd,fintual;help
RNST,Renasant Corp,fintual;help
ROAD,Construction Partners Inc,fintual;help
ROCK,Gibraltar Industries Inc,fintual;help
ROG,Rogers Corp,fintual;help
ROIV,Roivant Sciences Ltd,fintual;help
ROK,Rockwell Automation Inc,fintual;help
ROL,Rollins Inc,fintual;help
ROP,Roper Technologies Inc,fintual;help
ROST,Ross Stores Inc,fintual;help
RPD,Rapid7 Inc,fintual;help
RPM,RPM International Inc,fintual;help
RRBI,Red River Bancshares Inc,fintual
RRC,Range Resources Corp,fintual;help
RRGB,Red Robin Gourmet Burgers Inc,fintual;help
RRX,Regal Rexnord Corp,fintual;help
RS,Reliance Inc,fintual;help
RSG,Republic Services Inc,fintual;help
RTX,RTX Corp,fintual;help
RUN,Sunrun Inc,fintual;help
RVMD,REVOLUTION Medicines Inc,fintual;help
RVTY,Revvity Inc,fintual;help
RWT,Redwood Trust Inc,fintual;help
RXO,RXO Inc,fintual;help
RXST,RxSight Inc,fintual;help
RXT,Rackspace Technology Inc,fintual;help
RY,Royal Bank of Canada,fintual;help
RYAM,Rayonier Advanced Materials Inc,fintual;help
RYTM,Rhythm Pharmaceuticals Inc,fintual;help
RYZ,Ryerson Holding Corp,fintual;help
SABR,Sabre Corp,fintual;help
SAFT,Safety Insurance Group Inc,fintual;help
SAH,Sonic Automotive Inc,fintual;help
SAIA,Saia Inc,fintual;help
SAIC,Science Applications International Corp,fintual;help
SAIL,SailPoint Inc,fintual
SANA,Sana Biotechnology Inc,fintual;help
SANM,Sanmina Corp,fintual;help
SAP,SAP SE,fintual;help
SARO,Standardaero Inc,fintual;help
SBCF,Seacoast Banking Corp of Florida,fintual;help
SBLK,Star Bulk Carriers Corp,fintual;help
SBRA,Sabra Health Care REIT Inc,fintual;help
SBSI,Southside Bancshares Inc,fintual;help
SBUX,Starbucks Corp,fintual;help
SCCO,Southern Copper Corp,fintual;help
SCHL,Scholastic Corp,fintual;help
SCHW,Charles Schwab Corp/The,fintual;help
SCSC,ScanSource Inc,fintual;help
SD,SandRidge Energy Inc,fintual;help
SDRL,Seadrill Ltd,fintual;help
SEB,Seaboard Corp,fintual
SEDG,SolarEdge Technologies Inc,fintual;help
SEG,Seaport Entertainment Group Inc,fintual
SENS,Senseonics Holdings Inc,fintual
SEPN,Septerna Inc,fintual;help
SERV,Serve Robotics Inc,fintual;help
SEZL,Sezzle Inc,fintual;help
SF,Stifel Financial Corp,fintual;help
SFBS,ServisFirst Bancshares Inc,fintual;help
SFD,Smithfield Foods Inc,fintual
SFM,Sprouts Farmers Market Inc,fintual;help
SFNC,Simmons First National Corp,fintual;help
SGI,Somnigroup International Inc,fintual;help
SGRY,Surgery Partners Inc,fintual;help
SHBI,Shore Bancshares Inc,fintual;help
SHEN,Shenandoah Telecommunications Co,fintual;help
SHOO,Steven Madden Ltd,fintual;help
SI,Shoulder Innovations Inc,fintual
SIBN,SI-BONE Inc,fintual;help
SIG,Signet Jewelers Ltd,fintual;help
SIGA,SIGA Technologies Inc,fintual;help
SIGI,Selective Insurance Group Inc,fintual;help
SION,Sionna Therapeutics Inc,fintual
SITC,SITE Centers Corp,fintual;help
SITE,SiteOne Landscape Supply Inc,fintual;help
SITM,SiTime Corp,fintual;help
SKT,Tanger Inc,fintual;help
SKWD,Skyward Specialty Insurance Group Inc,fintual;help
SKY,Champion Homes Inc,fintual;help
SKYW,SkyWest Inc,fintual;help
SLAB,Silicon Laboratories Inc,fintual;help
SLDB,Solid Biosciences Inc,fintual
SLDE,Slide Insurance Holdings Inc,fintual
SLF,Sun Life Financial Inc,fintual;help
SLG,SL Green Realty Corp,fintual;help
SLGN,Silgan Holdings Inc,fintual;help
SLM,SLM Corp,fintual;help
SLP,Simulations Plus Inc,fintual;help
SLQT,Selectquote Inc,fintual;help
SLVM,Sylvamo Corp,fintual;help
SMA,Smartstop Self Storage REIT Inc,fintual
SMBC,Southern Missouri Bancorp Inc,fintual;help
SMBK,SmartFinancial Inc,fintual;help
SMC,Summit Midstream Corp,fintual;help
SMCI,Super Micro Computer Inc,fintual;help
SMMT,Summit Therapeutics Inc,fintual;help
SMP,Standard Motor Products Inc,fintual;help
SMTC,Semtech Corp,fintual;help
SMTI,Sanara Medtech Inc,fintual;help
SMWB,SimilarWeb Ltd,fintual;help
SNA,Snap-on Inc,fintual;help
SNDA,Sonida Senior Living Inc,fintual;help
SNDR,Schneider National Inc,fintual;help
SNDX,Syndax Pharmaceuticals Inc,fintual;help
SNEX,StoneX Group Inc,fintual;help
SNOW,Snowflake Inc,fintual;help
SNPS,Synopsys Inc,fintual;help
SNWV,SANUWAVE Health Inc,fintual
SNX,TD SYNNEX Corp,fintual;help
SOC,Sable Offshore Corp,fintual;help
SOFI,SoFi Technologies Inc,fintual;help
SOLV,Solventum Corp,fintual;help
SONO,Sonos Inc,fintual;help
SPB,Spectrum Brands Holdings Inc,fintual;help
SPCE,Virgin Galactic Holdings Inc,fintual;help
SPFI,South Plains Financial Inc,fintual;help
SPG,Simon Property Group Inc,fintual;help
SPGI,S&P Global Inc,fintual;help
SPNT,SiriusPoint Ltd,fintual;help
SPOK,Spok Holdings Inc,fintual;help
SPRY,ARS Pharmaceuticals Inc,fintual;help
SPSC,SPS Commerce Inc,fintual;help
SPWH,Sportsman's Warehouse Holdings Inc,fintual;help
SPXC,SPX Technologies Inc,fintual;help
SR,Spire Inc,fintual;help
SRCE,1st Source Corp,fintual;help
SRI,Stoneridge Inc,fintual;help
SRPT,Sarepta Therapeutics Inc,fintual;help
SRRK,Scholar Rock Holding Corp,fintual;help
SSNC,SS&C Technologies Holdings Inc,fintual;help
SSTK,Shutterstock Inc,fintual;help
ST,Sensata Technologies Holding PLC,fintual;help
STAG,STAG Industrial Inc,fintual;help
STBA,S&T Bancorp Inc,fintual;help
STC,Stewart Information Services Corp,fintual;help
STLD,Steel Dynamics Inc,fintual;help
STN,Stantec Inc,fintual;help
STOK,Stoke Therapeutics Inc,fintual;help
STRA,Strategic Education Inc,fintual;help
STRL,Sterling Infrastructure Inc,fintual;help
STRO,Sutro Biopharma Inc,fintual;help
STRT,Strattec Security Corp,fintual
STRZ,Starz Entertainment Corp,fintual;help
STT,State Street Corp,fintual;help
STTK,Shattuck Labs Inc,fintual
STXS,Stereotaxis Inc,fintual
STZ,Constellation Brands Inc,fintual;help
SU,Suncor Energy Inc,fintual;help
SUI,Sun Communities Inc,fintual;help
SUNS,Sunrise Realty Trust Inc,fintual
SUPN,Supernus Pharmaceuticals Inc,fintual;help
SVRA,Savara Inc,fintual;help
SVV,Savers Value Village Inc,fintual;help
SW,Smurfit WestRock PLC,fintual;help
SWBI,Smith & Wesson Brands Inc,fintual;help
SWIM,Latham Group Inc,fintual;help
SWK,Stanley Black & Decker Inc,fintual;help
SWKS,Skyworks Solutions Inc,fintual;help
SXC,SunCoke Energy Inc,fintual;help
SXI,Standex International Corp,fintual;help
SXT,Sensient Technologies Corp,fintual;help
SYBT,Stock Yards Bancorp Inc,fintual;help
SYF,Synchrony Financial,fintual;help
SYK,Stryker Corp,fintual;help
SYNA,Synaptics Inc,fintual;help
SYRE,Spyre Therapeutics Inc,fintual;help
SYY,Sysco Corp,fintual;help
T,AT&T Inc,fintual;help
TAL,TAL Education Group,fintual;help
TALO,Talos Energy Inc,fintual;help
TARA,Protara Therapeutics Inc,fintual
TARS,Tarsus Pharmaceuticals Inc,fintual;help
TBCH,Turtle Beach Corp,fintual;help
TBI,TrueBlue Inc,fintual;help
TBPH,Theravance Biopharma Inc,fintual;help
TCBI,Texas Capital Bancshares Inc,fintual;help
TCBK,TriCo Bancshares,fintual;help
TCBX,Third Coast Bancshares Inc,fintual;help
TCMD,Tactile Systems Technology Inc,fintual;help
TCOM,Trip.com Group Ltd,fintual;help
TD,Toronto-Dominion Bank/The,fintual;help
TDC,Teradata Corp,fintual;help
TDG,TransDigm Group Inc,fintual;help
TDOC,Teladoc Health Inc,fintual;help
TDS,Telephone and Data Systems Inc,fintual;help
TDW,Tidewater Inc,fintual;help
TDY,Teledyne Technologies Inc,fintual;help
TE,T1 Energy Inc,fintual;help
TECH,Bio-Techne Corp,fintual;help
TECX,Tectonic Therapeutic Inc,fintual;help
TEL,TE Connectivity Ltd,fintual;help
TEN,Tsakos Energy Navigation Ltd,fintual;help
TENB,Tenable Holdings Inc,fintual;help
TER,Teradyne Inc,fintual;help
TEVA,Teva Pharmaceutical Industries Ltd,fintual;help
TEX,Terex Corp,fintual;help
TFC,Truist Financial Corp,fintual;help
TFII,TFI International Inc,fintual;help
TFIN,Triumph Financial Inc,fintual;help
TFSL,TFS Financial Corp,fintual;help
TFX,Teleflex Inc,fintual;help
TGT,Target Corp,fintual;help
TGTX,TG Therapeutics Inc,fintual;help
TH,Target Hospitality Corp,fintual;help
THC,Tenet Healthcare Corp,fintual;help
THG,Hanover Insurance Group Inc/The,fintual;help
THO,Thor Industries Inc,fintual;help
THRM,Gentherm Inc,fintual;help
THRY,Thryv Holdings Inc,fintual;help
TIC,TIC Solutions Inc,fintual
TIL,Instil Bio Inc,fintual
TILE,Interface Inc,fintual;help
TIPT,Tiptree Inc,fintual;help
TITN,Titan Machinery Inc,fintual;help
TKNO,Alpha Teknova Inc,fintual;help
TLN,Talen Energy Corp,fintual;help
TLRY,Tilray Brands Inc,fintual;help
TLS,Telos Corp,fintual;help
TM,Toyota Motor Corp,fintual;help
TMCI,Treace Medical Concepts Inc,fintual;help
TMDX,TransMedics Group Inc,fintual;help
TMO,Thermo Fisher Scientific Inc,fintual;help
TMP,Tompkins Financial Corp,fintual;help
TMUS,T-Mobile US Inc,fintual;help
TNDM,Tandem Diabetes Care Inc,fintual;help
TNET,TriNet Group Inc,fintual;help
TNGX,Tango Therapeutics Inc,fintual;help
TNYA,Tenaya Therapeutics Inc,fintual;help
TOL,Toll Brothers Inc,fintual;help
TORO,Toro Co/The,fintual;help
TPB,Turning Point Brands Inc,fintual;help
TPC,Tutor Perini Corp,fintual;help
TPL,Texas Pacific Land Corp,fintual;help
TPR,Tapestry Inc,fintual;help
TR,Tootsie Roll Industries Inc,fintual;help
TRAK,ReposiTrak Inc,fintual;help
TRC,Tejon Ranch Co,fintual;help
TRDA,Entrada Therapeutics Inc,fintual;help
TREE,LendingTree Inc,fintual;help
TRGP,Targa Resources Corp,fintual;help
TRI,Thomson Reuters Corp,fintual;help
TRIP,TripAdvisor Inc,fintual;help
TRMB,Trimble Inc,fintual;help
TRMK,Trustmark Corp,fintual;help
TRN,Trinity Industries Inc,fintual;help
TRNO,Terreno Realty Corp,fintual;help
TRNS,Transcat Inc,fintual;help
TROW,T Rowe Price Group Inc,fintual;help
TRP,TC Energy Corp,fintual;help
TRS,TriMas Corp,fintual;help
TRST,TrustCo Bank Corp NY,fintual;help
TRTX,TPG RE Finance Trust Inc,fintual;help
TRU,TransUnion,fintual;help
TRUP,Trupanion Inc,fintual;help
TRVI,Trevi Therapeutics Inc,fintual;help
TSEM,Tower Semiconductor Ltd,fintual;help
TSLA,Tesla Inc,fintual;help
TSN,Tyson Foods Inc,fintual;help
TT,Trane Technologies PLC,fintual;help
TTE,TotalEnergies SE,fintual;help
TTEC,TTEC Holdings Inc,fintual;help
TTEK,Tetra Tech Inc,fintual;help
TTGT,TechTarget Inc,fintual;help
TTI,TETRA Technologies Inc,fintual;help
TTMI,TTM Technologies Inc,fintual;help
TTWO,Take-Two Interactive Software Inc,fintual;help
TVTX,Travere Therapeutics Inc,fintual;help
TWFG,TWFG Inc,fintual;help
TWST,Twist Bioscience Corp,fintual;help
TXG,10X Genomics Inc,fintual;help
TXN,Texas Instruments Inc,fintual;help
TXNM,TXNM Energy Inc,fintual;help
TXRH,Texas Roadhouse Inc,fintual;help
TXT,Textron Inc,fintual;help
TYL,Tyler Technologies Inc,fintual;help
TYRA,Tyra Biosciences Inc,fintual;help
TZOO,Travelzoo,fintual
U,Unity Software Inc,fintual;help
UAL,United Airlines Holdings Inc,fintual;help
UAMY,United States Antimony Corp,fintual;help
UBER,Uber Technologies Inc,fintual;help
UCTT,Ultra Clean Holdings Inc,fintual;help
UDR,UDR Inc,fintual;help
UEC,Uranium Energy Corp,fintual;help
UFCS,United Fire Group Inc,fintual;help
UFPI,UFP Industries Inc,fintual;help
UFPT,UFP Technologies Inc,fintual;help
UGI,UGI Corp,fintual;help
UHS,Universal Health Services Inc,fintual;help
UHT,Universal Health Realty Income Trust,fintual;help
ULCC,Frontier Group Holdings Inc,fintual;help
ULH,Universal Logistics Holdings Inc,fintual;help
ULTA,Ulta Beauty Inc,fintual;help
UMBF,UMB Financial Corp,fintual;help
UMH,UMH Properties Inc,fintual;help
UNCY,Unicycive Therapeutics Inc,fintual
UNFI,United Natural Foods Inc,fintual;help
UNIT,Uniti Group Inc,fintual;help
UNM,Unum Group,fintual;help
UNP,Union Pacific Corp,fintual;help
UNTY,Unity Bancorp Inc,fintual;help
UPB,Upstream Bio Inc,fintual;help
UPBD,Upbound Group Inc,fintual;help
UPS,United Parcel Service Inc,fintual;help
UPST,Upstart Holdings Inc,fintual;help
UPWK,Upwork Inc,fintual;help
UPXI,Upexi Inc,fintual;help
URBN,Urban Outfitters Inc,fintual;help
URI,United Rentals Inc,fintual;help
USAR,USA Rare Earth Inc,fintual
USFD,US Foods Holding Corp,fintual;help
USLM,United States Lime & Minerals Inc,fintual;help
